Chapter_QID_URL,Report,Chapter,Last Name,First Name,Role,Gender,Country of Residence,Citizenship,Affiliation,Match_Type
http://localhost:8080/entity/Q149,WGII,Cross-Chapter Paper: Tropical Forests,Farrell,Aidan,Author,M,Trinidad and Tobago,Ireland,"The University of the West Indies, St Augustine Campus",EXACT
http://localhost:8080/entity/Q149,WGII,Cross-Chapter Paper: Tropical Forests,Neufeldt,Henry,Author,M,Denmark,Germany,UNEP DTU Partnership,EXACT
http://localhost:8080/entity/Q149,WGII,Cross-Chapter Paper: Tropical Forests,Sukumar,Raman,Author,M,India,India,Indian Institute of Science,EXACT
http://localhost:8080/entity/Q149,WGII,Cross-Chapter Paper: Tropical Forests,Suarez Rodriguez,Avelino Gumersindo,Review Editor,M,Cuba,Cuba,Research Center for World Economy,EXACT
http://localhost:8080/entity/Q154,WGIII,Chapter 1: Introduction and Framing,Jäger-Waldau,Arnulf,Review Editor,M,Italy,Germany,"European Commission, Joint Research Centre",EXACT
http://localhost:8080/entity/Q154,WGIII,Chapter 1: Introduction and Framing,Stern,David,Review Editor,M,Australia,Australia,"Australian National University, Arndt-Corden Division of Economics, Crawford School",EXACT
http://localhost:8080/entity/Q154,WGIII,Chapter 1: Introduction and Framing,Grubb,Michael,Coordinating Lead Author,M,UK,UK,University College London,EXACT
http://localhost:8080/entity/Q154,WGIII,Chapter 1: Introduction and Framing,Okereke,Chukwumerije,Coordinating Lead Author,M,UK,Nigeria,University of Reading,EXACT
http://localhost:8080/entity/Q154,WGIII,Chapter 1: Introduction and Framing,Arima,Jun,Lead Author,M,Japan,Japan,"Graduate School of Public Policy, University of Tokyo",EXACT
http://localhost:8080/entity/Q154,WGIII,Chapter 1: Introduction and Framing,Bosetti,Valentina,Lead Author,F,Italy,Italy,Bocconi University and CMCC,EXACT
http://localhost:8080/entity/Q154,WGIII,Chapter 1: Introduction and Framing,Chen,Ying,Lead Author,F,China,China,"Institute for Urban and Environmental Studies (IUE), Chinese Academy of Social Sciences (CASS)",EXACT
http://localhost:8080/entity/Q154,WGIII,Chapter 1: Introduction and Framing,Edmonds,James A.,Lead Author,M,USA,USA,Pacific Northwest National Laboratory,EXACT
http://localhost:8080/entity/Q154,WGIII,Chapter 1: Introduction and Framing,Gupta,Shreekant,Lead Author,M,India,India,"Delhi School of Economics, University of Delhi",EXACT
http://localhost:8080/entity/Q154,WGIII,Chapter 1: Introduction and Framing,Koberle,Alexandre,Lead Author,M,Portugal,Brazil,"Instituto Dom Luiz, Faculty of Sciences, University of Lisbon",EXACT
http://localhost:8080/entity/Q154,WGIII,Chapter 1: Introduction and Framing,Kverndokk,Snorre,Lead Author,M,Norway,Norway,Frisch Centre,EXACT
http://localhost:8080/entity/Q154,WGIII,Chapter 1: Introduction and Framing,Malik,Arunima,Lead Author,F,Australia,Australia,The University of Sydney,EXACT
http://localhost:8080/entity/Q154,WGIII,Chapter 1: Introduction and Framing,Sulistiawati,Linda Yanti,Lead Author,F,Singapore,Indonesia,National University of Singapore,EXACT
http://localhost:8080/entity/Q154,WGIII,Chapter 1: Introduction and Framing,Elgizouli Idris,Ismail,Review Editor,M,Sudan,Sudan,,EXACT
http://localhost:8080/entity/Q154,WGIII,Chapter 1: Introduction and Framing,Lowe,Jason,Review Editor,M,UK,UK,Met Office Hadley Centre,EXACT
http://localhost:8080/entity/Q157,WGIII,Chapter 2: Emissions trends and drivers,Dhakal,Shobhakar,Coordinating Lead Author,M,Thailand,Nepal,Asian Institute of Technology,EXACT
http://localhost:8080/entity/Q157,WGIII,Chapter 2: Emissions trends and drivers,Minx,Jan Christoph,Coordinating Lead Author,M,Germany,Germany,Potsdam Institute for Climate Impact Research,EXACT
http://localhost:8080/entity/Q157,WGIII,Chapter 2: Emissions trends and drivers,Toth,Ferenc L.,Coordinating Lead Author,M,Austria,Hungary,"Scientific and Technical Advisory Panel, GEF",EXACT
http://localhost:8080/entity/Q157,WGIII,Chapter 2: Emissions trends and drivers,Abdel-Aziz,Amr,Lead Author,M,Egypt,Egypt,Integral Consult,EXACT
http://localhost:8080/entity/Q157,WGIII,Chapter 2: Emissions trends and drivers,Figueroa,Maria Josefina,Lead Author,F,Denmark,Denmark,Copenhagen Business School,EXACT
http://localhost:8080/entity/Q157,WGIII,Chapter 2: Emissions trends and drivers,Huabacek,Klaus,Lead Author,M,USA,Austria,"University of Maryland, College Park",EXACT
http://localhost:8080/entity/Q157,WGIII,Chapter 2: Emissions trends and drivers,Jonckheere,Inge G.c.,Lead Author,F,Italy,Belgium,FAO of the UN,EXACT
http://localhost:8080/entity/Q157,WGIII,Chapter 2: Emissions trends and drivers,Kim,Yong-gun,Lead Author,M,Republic of Korea,Republic of Korea,Yonsei University,EXACT
http://localhost:8080/entity/Q157,WGIII,Chapter 2: Emissions trends and drivers,Nemet,Gregory,Lead Author,M,USA,Canada,University of Wisconsin-Madison,EXACT
http://localhost:8080/entity/Q157,WGIII,Chapter 2: Emissions trends and drivers,Pachauri,Shonali,Lead Author,F,Austria,India,International Institute for Applied Systems Analysis (IIASA),EXACT
http://localhost:8080/entity/Q157,WGIII,Chapter 2: Emissions trends and drivers,Tan,Xianchun,Lead Author,F,China,China,"Institutes of Science and Development, Chinese Academy of Sciences",EXACT
http://localhost:8080/entity/Q157,WGIII,Chapter 2: Emissions trends and drivers,Wiedmann,Thomas,Lead Author,M,Australia,Australia,University of New South Wales (UNSW Sydney),EXACT
http://localhost:8080/entity/Q157,WGIII,Chapter 2: Emissions trends and drivers,Amon,Barbara,Review Editor,F,Germany,Germany,Leibniz Institute for Agricultural Engineering and Bioeconomy,EXACT
http://localhost:8080/entity/Q157,WGIII,Chapter 2: Emissions trends and drivers,Mamo Diga,Girma,Review Editor,M,Ethiopia,Ethiopia,"Metaferia Consulting Engineers PLC (MCE), Ethiopian Institute of Agricultural Research (EIAR)",EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Riahi,Keywan,Coordinating Lead Author,M,Austria,Austria,International Institute for Applied Systems Analysis (IIASA),EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Schaeffer,Roberto,Coordinating Lead Author,M,Brazil,Brazil,Universidade Federal do Rio de Janeiro,EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Arango,Jacobo,Lead Author,M,Colombia,Colombia,International Center for Tropical Agriculture (CIAT); Tropical Forages Program,EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Calvin,Katherine,Lead Author,F,USA,USA,University of Maryland,EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Guivarch,Céline,Lead Author,F,France,France,CIRED - Ecole des Ponts - Institut Polytechnique de Paris,EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Hasegawa,Tomoko,Lead Author,F,Japan,Japan,Ritsumeikan University,EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Jiang,Kejun,Lead Author,M,China,China,"Energy Research Institute, National Development and Reform Commission",EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Kriegler,Elmar,Lead Author,M,Germany,Germany,Potsdam Institute for Climate Impact Research,EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Matthews,Robert,Lead Author,M,UK,UK,Forest Research,EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Peters,Glen,Lead Author,M,Norway,Norway,CICERO Center for International Climate Research,EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Rao,Anand,Lead Author,M,India,India,Indian Institute of Technology Bombay,EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Robertson,Simon,Lead Author,M,Australia,Australia,The University of New South Wales,EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Sebbit,Adam Mohammed,Lead Author,M,Uganda,Uganda,Makerere University,EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Steinberger,Julia,Lead Author,F,UK,Switzerland,Sustainability Research Institute,EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Tavoni,Massimo,Lead Author,M,Italy,Italy,Centro euromediterraneo sui cambiamenti climatici (CMCC) and Politecnico di Milano,EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Van Vuuren,Detlef,Lead Author,M,Netherlands,Netherlands,PBL Netherlands Environmental Assessment Agency,EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Chaturvedi,Vaibhav,Review Editor,M,India,India,"Council on Energy, Environment and Water (CEEW)",EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Chen,Wenying,Review Editor,F,China,China,Tsinghua University,EXACT
http://localhost:8080/entity/Q158,WGIII,Chapter 3: Mitigation pathways compatible with long-term goals,Torres Martínez,Julio,Review Editor,M,Cuba,Cuba,"Center for World Economic Research (CIEM, in Spanish)",EXACT
http://localhost:8080/entity/Q160,WGIII,Chapter 4: Mitigation and development pathways in the near-to mid-term,Lecocq,Franck,Coordinating Lead Author,M,France,France,AGROPARISTECH / CIRED,FUZZY(0.98)
http://localhost:8080/entity/Q160,WGIII,Chapter 4: Mitigation and development pathways in the near-to mid-term,Winkler,Harald,Coordinating Lead Author,M,South Africa,South Africa,"Energy Research Centre, University of Cape Town",FUZZY(0.98)
http://localhost:8080/entity/Q160,WGIII,Chapter 4: Mitigation and development pathways in the near-to mid-term,Daka,Julius Partson,Lead Author,M,Zambia,Zambia,C/O ZAMBIA ENVIRONMENTAL MANAGEMENT AUTHORITY ZEMA,FUZZY(0.98)
http://localhost:8080/entity/Q160,WGIII,Chapter 4: Mitigation and development pathways in the near-to mid-term,Fu,Sha,Lead Author,F,China,China,"Assistant professor, National center for climate change strategy and international cooperation",FUZZY(0.98)
http://localhost:8080/entity/Q160,WGIII,Chapter 4: Mitigation and development pathways in the near-to mid-term,Gerber,James,Lead Author,M,USA,USA,"Institute on the Environment, University of Minnesota",FUZZY(0.98)
http://localhost:8080/entity/Q160,WGIII,Chapter 4: Mitigation and development pathways in the near-to mid-term,Kartha,Sivan,Lead Author,M,USA,USA,Stockholm Environment Institute,FUZZY(0.98)
http://localhost:8080/entity/Q160,WGIII,Chapter 4: Mitigation and development pathways in the near-to mid-term,Krey,Volker,Lead Author,M,Austria,Germany,International Institute for Applied Systems Analysis (IIASA),FUZZY(0.98)
http://localhost:8080/entity/Q160,WGIII,Chapter 4: Mitigation and development pathways in the near-to mid-term,Lofgren,Hans,Lead Author,M,USA,Sweden,Economic Consultant,FUZZY(0.98)
http://localhost:8080/entity/Q160,WGIII,Chapter 4: Mitigation and development pathways in the near-to mid-term,Masui,Toshihiko,Lead Author,M,Japan,Japan,National Institute for Environmental Studies,FUZZY(0.98)
http://localhost:8080/entity/Q160,WGIII,Chapter 4: Mitigation and development pathways in the near-to mid-term,Mathur,Ritu,Lead Author,F,India,India,THE ENERGY & RESOURCES INSTITUTE (TERI),FUZZY(0.98)
http://localhost:8080/entity/Q160,WGIII,Chapter 4: Mitigation and development pathways in the near-to mid-term,Portugal Pereira,Joana,Lead Author,F,Brazil,Portugal,Federal University of Rio de Janeiro,FUZZY(0.98)
http://localhost:8080/entity/Q160,WGIII,Chapter 4: Mitigation and development pathways in the near-to mid-term,Sovacool,Benjamin Kenneth,Lead Author,M,UK,UK,Professor of Energy Policy,FUZZY(0.98)
http://localhost:8080/entity/Q160,WGIII,Chapter 4: Mitigation and development pathways in the near-to mid-term,Vilariño,Maria Virginia,Lead Author,F,Argentina,Argentina,Argentinean Business Council for Sustainable Development,FUZZY(0.98)
http://localhost:8080/entity/Q160,WGIII,Chapter 4: Mitigation and development pathways in the near-to mid-term,Zhou,Nan,Lead Author,F,USA,USA,"University of California, Berkeley",FUZZY(0.98)
http://localhost:8080/entity/Q160,WGIII,Chapter 4: Mitigation and development pathways in the near-to mid-term,Galeotti,Marzio Domenico,Review Editor,M,Italy,Italy,"University of Milan, Department of Environmental Science and Policy",FUZZY(0.98)
http://localhost:8080/entity/Q160,WGIII,Chapter 4: Mitigation and development pathways in the near-to mid-term,Pedace,Alberto,Review Editor,M,Argentina,Argentina,Climate Action Network - Latin America (CAN-LA),FUZZY(0.98)
http://localhost:8080/entity/Q164,WGIII,"Chapter 5: Demand, services and social aspects of mitigation",Creutzig,Felix,Coordinating Lead Author,M,Germany,Germany,Mercator Research Institute on Global Commons and Climate Change,EXACT
http://localhost:8080/entity/Q164,WGIII,"Chapter 5: Demand, services and social aspects of mitigation",Roy,Joyashree,Coordinating Lead Author,F,India,India,"Asian Institute of Technology Thailand, Jadavpur University, India",EXACT
http://localhost:8080/entity/Q164,WGIII,"Chapter 5: Demand, services and social aspects of mitigation",Devine-Wright,Patrick,Lead Author,M,UK,Ireland,University of Exeter,EXACT
http://localhost:8080/entity/Q164,WGIII,"Chapter 5: Demand, services and social aspects of mitigation",Diaz-José,Julio,Lead Author,M,Mexico,Mexico,National Technological Institute of Mexico - Zongolica Campus,EXACT
http://localhost:8080/entity/Q164,WGIII,"Chapter 5: Demand, services and social aspects of mitigation",Geels,Frank,Lead Author,M,UK,Netherlands,The University of Manchester; Manchester Institute of Innovation Research,EXACT
http://localhost:8080/entity/Q164,WGIII,"Chapter 5: Demand, services and social aspects of mitigation",Grübler,Arnulf,Lead Author,M,Austria,Austria,International Institute for Applied Systems Analysis {IIASA],EXACT
http://localhost:8080/entity/Q164,WGIII,"Chapter 5: Demand, services and social aspects of mitigation",Maizi,Nadia,Lead Author,F,France,France,"MINES ParisTech, Paris Science et Lettres Research University (PSL)",EXACT
http://localhost:8080/entity/Q164,WGIII,"Chapter 5: Demand, services and social aspects of mitigation",Masanet,Eric,Lead Author,M,USA,USA,"University of California, Santa Barbara",EXACT
http://localhost:8080/entity/Q164,WGIII,"Chapter 5: Demand, services and social aspects of mitigation",Mulugetta,Yacob,Lead Author,M,UK,Ethiopia,University College London (UCL),EXACT
http://localhost:8080/entity/Q164,WGIII,"Chapter 5: Demand, services and social aspects of mitigation",Onyige,Chioma Daisy,Lead Author,F,Nigeria,Nigeria,University of Port Harcourt,EXACT
http://localhost:8080/entity/Q164,WGIII,"Chapter 5: Demand, services and social aspects of mitigation",Perkins,Patricia,Lead Author,F,Canada,Canada,"Faculty of Environmental Studies, York University",EXACT
http://localhost:8080/entity/Q164,WGIII,"Chapter 5: Demand, services and social aspects of mitigation",Sanches Preira,Alessandro,Lead Author,M,Brazil,Brazil,USP University of São Paulo / IEE Institute of Energy and Environment,EXACT
http://localhost:8080/entity/Q164,WGIII,"Chapter 5: Demand, services and social aspects of mitigation",Weber,Elke Ursula,Lead Author,F,USA,USA,"Princeton University, Andlinger Center for Energy and the Environment",EXACT
http://localhost:8080/entity/Q164,WGIII,"Chapter 5: Demand, services and social aspects of mitigation",Eyre,Nicholas,Review Editor,M,UK,UK,University of Oxford,EXACT
http://localhost:8080/entity/Q164,WGIII,"Chapter 5: Demand, services and social aspects of mitigation",Wang,Can,Review Editor,M,China,China,Tsinghua University,EXACT
http://localhost:8080/entity/Q168,WGIII,Chapter 6: Energy systems,Clarke,Leon,Coordinating Lead Author,M,USA,USA,Pacific Northwest National Laboratory,EXACT
http://localhost:8080/entity/Q168,WGIII,Chapter 6: Energy systems,Wei,Yi-ming,Coordinating Lead Author,M,China,China,"Center for Energy and Environmental Policy Research, Beijing Institute of Technology",EXACT
http://localhost:8080/entity/Q168,WGIII,Chapter 6: Energy systems,De La Vega Navarro,Angel,Lead Author,M,Mexico,Mexico,UNAM - NATIONAL AUTONOMOUS UNIVERSITY OF MEXICO,EXACT
http://localhost:8080/entity/Q168,WGIII,Chapter 6: Energy systems,Garg,Amit,Lead Author,M,India,India,INDIAN INSTITUTE OF MANAGEMENT AHMEDABAD,EXACT
http://localhost:8080/entity/Q168,WGIII,Chapter 6: Energy systems,Hahmann,Andrea N.,Lead Author,F,Denmark,Chile,"Department of Wind Energy, Technical University of Denmark",EXACT
http://localhost:8080/entity/Q168,WGIII,Chapter 6: Energy systems,Khennas,Smail,Lead Author,M,UK,Algeria,Independent energy and climate change expert,EXACT
http://localhost:8080/entity/Q168,WGIII,Chapter 6: Energy systems,Lima De Azevedo,Inês Margarida,Lead Author,F,USA,Portugal,Stanford University,EXACT
http://localhost:8080/entity/Q168,WGIII,Chapter 6: Energy systems,Löschel,Andreas,Lead Author,M,Germany,Germany,Ruhr-University Bochum,EXACT
http://localhost:8080/entity/Q168,WGIII,Chapter 6: Energy systems,Singh,Ajay Kumar,Lead Author,M,India,India,"Former Scientist, CSIR-CIMFR (a national laboratory under CSIR)",EXACT
http://localhost:8080/entity/Q168,WGIII,Chapter 6: Energy systems,Steg,Linda,Lead Author,F,Netherlands,Netherlands,University of Groningen,EXACT
http://localhost:8080/entity/Q168,WGIII,Chapter 6: Energy systems,Strbac,Goran,Lead Author,M,UK,Serbia,Imperial College London,EXACT
http://localhost:8080/entity/Q168,WGIII,Chapter 6: Energy systems,Wada,Kenichi,Lead Author,M,Japan,Japan,Research Institute of Innovative Technology for the Earth (RITE),EXACT
http://localhost:8080/entity/Q168,WGIII,Chapter 6: Energy systems,Essandoh-Yeddu,Joseph Kow,Review Editor,M,Ghana,Ghana,"Institute for Oil and Gas Studies, University of Cape Coast",EXACT
http://localhost:8080/entity/Q168,WGIII,Chapter 6: Energy systems,Lee,Arthur,Review Editor,M,USA,USA,Chevron Corporation,EXACT
http://localhost:8080/entity/Q170,WGIII,"Chapter 7: Agriculture, Forestry, and Other Land Uses (AFOLU)",Mrabet,Rachid,Coordinating Lead Author,M,Morocco,Morocco,Institut National de la Recherche Agronomique (INRA),FUZZY(0.99)
http://localhost:8080/entity/Q170,WGIII,"Chapter 7: Agriculture, Forestry, and Other Land Uses (AFOLU)",Nabuurs,Gert-jan,Coordinating Lead Author,M,Netherlands,Netherlands,Wageningen University and Research,FUZZY(0.99)
http://localhost:8080/entity/Q170,WGIII,"Chapter 7: Agriculture, Forestry, and Other Land Uses (AFOLU)",Abu Hatab,Assem,Lead Author,M,Sweden,Egypt,"Department of Economics, the Swedish University of Agricultural Sciences",FUZZY(0.99)
http://localhost:8080/entity/Q170,WGIII,"Chapter 7: Agriculture, Forestry, and Other Land Uses (AFOLU)",Bustamante,Mercedes,Lead Author,F,Brazil,Brazil,University of Brasília,FUZZY(0.99)
http://localhost:8080/entity/Q170,WGIII,"Chapter 7: Agriculture, Forestry, and Other Land Uses (AFOLU)",Clark,Harry,Lead Author,M,New Zealand,New Zealand,New Zealand Agricultural Greenhouse Gas Research Centre,FUZZY(0.99)
http://localhost:8080/entity/Q170,WGIII,"Chapter 7: Agriculture, Forestry, and Other Land Uses (AFOLU)",Havlik,Petr,Lead Author,M,Austria,Czech Republic,International Institute for Applied Systems Analyisis (IIASA),FUZZY(0.99)
http://localhost:8080/entity/Q170,WGIII,"Chapter 7: Agriculture, Forestry, and Other Land Uses (AFOLU)",House,Joanna,Lead Author,F,UK,UK,University of Bristol,FUZZY(0.99)
http://localhost:8080/entity/Q170,WGIII,"Chapter 7: Agriculture, Forestry, and Other Land Uses (AFOLU)",Mbow,Cheikh,Lead Author,M,USA,Senegal,START International,FUZZY(0.99)
http://localhost:8080/entity/Q170,WGIII,"Chapter 7: Agriculture, Forestry, and Other Land Uses (AFOLU)",Ninan,Karachepone,Lead Author,M,India,India,"Centre for Economics, Environment and Society",FUZZY(0.99)
http://localhost:8080/entity/Q170,WGIII,"Chapter 7: Agriculture, Forestry, and Other Land Uses (AFOLU)",Popp,Alexander,Lead Author,M,Germany,Germany,Potsdam Institute for Climate Impact Research,FUZZY(0.99)
http://localhost:8080/entity/Q170,WGIII,"Chapter 7: Agriculture, Forestry, and Other Land Uses (AFOLU)",Roe,Stephanie,Lead Author,F,USA,Philippines,World Wildlife Fund,FUZZY(0.99)
http://localhost:8080/entity/Q170,WGIII,"Chapter 7: Agriculture, Forestry, and Other Land Uses (AFOLU)",Sohngen,Brent,Lead Author,M,USA,USA,Ohio State University,FUZZY(0.99)
http://localhost:8080/entity/Q170,WGIII,"Chapter 7: Agriculture, Forestry, and Other Land Uses (AFOLU)",Towprayoon,Sirintornthep,Lead Author,F,Thailand,Thailand,King Mongkut's University of Technology Thonburi,FUZZY(0.99)
http://localhost:8080/entity/Q170,WGIII,"Chapter 7: Agriculture, Forestry, and Other Land Uses (AFOLU)",Angers,Denis,Review Editor,M,Canada,Canada,Agriculture and Agri-Food Canada,FUZZY(0.99)
http://localhost:8080/entity/Q170,WGIII,"Chapter 7: Agriculture, Forestry, and Other Land Uses (AFOLU)",Ravindranath,Nijavalli Hanumantharao,Review Editor,M,India,India,Indian Institure of Science,FUZZY(0.99)
http://localhost:8080/entity/Q172,WGIII,Chapter 8: Urban systems and other settlements,Lwasa,Shuaib,Coordinating Lead Author,M,Netherlands,Uganda,Erasmus University Rotterdam,EXACT
http://localhost:8080/entity/Q172,WGIII,Chapter 8: Urban systems and other settlements,Seto,Karen,Coordinating Lead Author,F,USA,USA,Yale University,EXACT
http://localhost:8080/entity/Q172,WGIII,Chapter 8: Urban systems and other settlements,Bai,Xuemei,Lead Author,F,Australia,Australia,Australian National University,EXACT
http://localhost:8080/entity/Q172,WGIII,Chapter 8: Urban systems and other settlements,Blanco,Hilda,Lead Author,F,USA,USA,University of Washington,EXACT
http://localhost:8080/entity/Q172,WGIII,Chapter 8: Urban systems and other settlements,Gurney,Kevin,Lead Author,M,USA,USA,Northern Arizona University,EXACT
http://localhost:8080/entity/Q172,WGIII,Chapter 8: Urban systems and other settlements,Kilkiş,Şiir,Lead Author,F,Türkiye,Türkiye,WGIII Vice-Chair,EXACT
http://localhost:8080/entity/Q172,WGIII,Chapter 8: Urban systems and other settlements,Lucon,Oswaldo,Lead Author,M,Brazil,Brazil,SÃO PAULO STATE ENVIRONMENT SECRETARIAT,EXACT
http://localhost:8080/entity/Q172,WGIII,Chapter 8: Urban systems and other settlements,Murakami,Jin,Lead Author,M,Singapore,Japan,Singapore University of Technology and Design,EXACT
http://localhost:8080/entity/Q172,WGIII,Chapter 8: Urban systems and other settlements,Pan,Jiahua,Lead Author,M,China,China,"Institute for Urban & Environmental Studies, Chinese Academy of Social Sciences",EXACT
http://localhost:8080/entity/Q172,WGIII,Chapter 8: Urban systems and other settlements,Sharifi,Ayyoob,Lead Author,M,Japan,Iran,Hiroshima University,EXACT
http://localhost:8080/entity/Q172,WGIII,Chapter 8: Urban systems and other settlements,Yamagata,Yoshiki,Lead Author,M,Japan,Japan,"Graduate School of System Design and Management, Keio University",EXACT
http://localhost:8080/entity/Q172,WGIII,Chapter 8: Urban systems and other settlements,Dubeux,Carolina Burle Schmidt,Review Editor,F,Brazil,Brazil,Federal University of Rio de Janeiro (COPPE/UFRJ),EXACT
http://localhost:8080/entity/Q172,WGIII,Chapter 8: Urban systems and other settlements,Ürge-Vorsatz,Diana,Review Editor,F,Hungary,Hungary,"Center for Climate Change and Sustainable Energy Policy (3CSEP), Central European University",EXACT
http://localhost:8080/entity/Q174,WGIII,Chapter 9: Buildings,Bai,Quan,Coordinating Lead Author,M,China,China,Energy Research Institute of National Development and Reform Commission,EXACT
http://localhost:8080/entity/Q174,WGIII,Chapter 9: Buildings,Cabeza,Luisa F.,Coordinating Lead Author,F,Spain,Spain,UNIVERSITY OF LLEIDA,EXACT
http://localhost:8080/entity/Q174,WGIII,Chapter 9: Buildings,Bertoldi,Paolo,Lead Author,M,Luxembourg,Italy,European Commission,EXACT
http://localhost:8080/entity/Q174,WGIII,Chapter 9: Buildings,Kihila,Jacob,Lead Author,M,Tanzania,Tanzania,Ardhi University,EXACT
http://localhost:8080/entity/Q174,WGIII,Chapter 9: Buildings,Lucena,André,Lead Author,M,Brazil,Brazil,Universidade Federal do Rio de Janeiro,EXACT
http://localhost:8080/entity/Q174,WGIII,Chapter 9: Buildings,Mata,Érika,Lead Author,F,Sweden,Spain,IVL Swedish Environmental Research Institute,EXACT
http://localhost:8080/entity/Q174,WGIII,Chapter 9: Buildings,Mirasgedis,Sebastian,Lead Author,M,Greece,Greece,National Observatory of Athens,EXACT
http://localhost:8080/entity/Q174,WGIII,Chapter 9: Buildings,Novikova (Novikova-Rodi),Aleksandra,Lead Author,F,Germany,Russia,"Institute for Climate Protection, Energy, and Mobility (IKEM)",EXACT
http://localhost:8080/entity/Q174,WGIII,Chapter 9: Buildings,Saheb,Yamina,Lead Author,F,France,Algeria,"OpenExp, Ecole des Mines de Paris",EXACT
http://localhost:8080/entity/Q174,WGIII,Chapter 9: Buildings,Keenan,Jesse,Review Editor,M,USA,USA,Tulane University,EXACT
http://localhost:8080/entity/Q174,WGIII,Chapter 9: Buildings,Serrano Diná,Maria Isabel,Review Editor,F,Dominican Republic,Dominican Republic,"Pontificia Universidad Catolica, Madre y Maestra",EXACT
http://localhost:8080/entity/Q176,WGIII,Chapter 10: Transport,Kahn Ribeiro,Suzana,Coordinating Lead Author,F,Brazil,Brazil,Federal University of Rio de Janeiro,EXACT
http://localhost:8080/entity/Q176,WGIII,Chapter 10: Transport,Newman,Peter,Coordinating Lead Author,M,Australia,Australia,Curtin University,EXACT
http://localhost:8080/entity/Q176,WGIII,Chapter 10: Transport,Dhar,Subash,Lead Author,M,Denmark,India,UNEP DTU Partnership,EXACT
http://localhost:8080/entity/Q176,WGIII,Chapter 10: Transport,Diemoudeke,Ogheneruona,Lead Author,M,Nigeria,Nigeria,University of Port Harcourt,EXACT
http://localhost:8080/entity/Q176,WGIII,Chapter 10: Transport,Jaramillo,Paulina,Lead Author,F,USA,USA,Carnegie Mellon University,EXACT
http://localhost:8080/entity/Q176,WGIII,Chapter 10: Transport,Kajino,Tsutomu,Lead Author,M,Japan,Japan,TOYOTA CENTRAL R&D LABS INC,EXACT
http://localhost:8080/entity/Q176,WGIII,Chapter 10: Transport,Lee,David Simon,Lead Author,M,UK,UK,Manchester Metropolitan University,EXACT
http://localhost:8080/entity/Q176,WGIII,Chapter 10: Transport,Nugroho,Sudarmantobudi,Lead Author,M,Japan,Indonesia,Institute for Global Environmental Strategies-Japan,EXACT
http://localhost:8080/entity/Q176,WGIII,Chapter 10: Transport,Ou,Xunmin,Lead Author,M,China,China,Tsinghua University,EXACT
http://localhost:8080/entity/Q176,WGIII,Chapter 10: Transport,Strømman,Anders Hammer,Lead Author,M,Norway,Norway,Norwegian University of Science and Techology,EXACT
http://localhost:8080/entity/Q176,WGIII,Chapter 10: Transport,Whitehead,Jake,Lead Author,M,Australia,Australia,The University of Queensland,EXACT
http://localhost:8080/entity/Q176,WGIII,Chapter 10: Transport,Cheah,Lynette,Review Editor,F,Australia,Singapore,University of the Sunshine Coast / Singapore University of Technology and Design,EXACT
http://localhost:8080/entity/Q176,WGIII,Chapter 10: Transport,Sims,Ralph,Review Editor,M,New Zealand,New Zealand,"Centre for Energy Research, School of Engineering and Advanced Technology, Massey University",EXACT
http://localhost:8080/entity/Q178,WGIII,Chapter 11: Industry,Bashmakov,Igor,Coordinating Lead Author,M,Russia,Russia,Center for energy efficiency - XXI,EXACT
http://localhost:8080/entity/Q178,WGIII,Chapter 11: Industry,Nilsson,Lars J.,Coordinating Lead Author,M,Sweden,Sweden,"Lund University, Faculty of Engineering",EXACT
