Chapter_QID_URL,Report,Chapter,Last Name,First Name,Role,Gender,Country of Residence,Citizenship,Affiliation,Match_Type
http://localhost:8080/entity/Q101,WGI,Chapter 11: Weather and climate extreme events in a changing climate,Di Luca,Alejandro,Lead Author,M,Australia,Argentina,"Australian Research Council, Climate Change Research Centre, University of New South Wales, Australia",EXACT
http://localhost:8080/entity/Q101,WGI,Chapter 11: Weather and climate extreme events in a changing climate,Ghosh,Subimal,Lead Author,M,India,India,"Interdisciplinary Program in Climate Studies, Indian Institute of Technology Bombay, Powai",EXACT
http://localhost:8080/entity/Q101,WGI,Chapter 11: Weather and climate extreme events in a changing climate,Iskandar,Iskhaq,Lead Author,M,Indonesia,Indonesia,University of Sriwijaya,EXACT
http://localhost:8080/entity/Q101,WGI,Chapter 11: Weather and climate extreme events in a changing climate,Kossin,James,Lead Author,M,USA,USA,NOAA/NCEI Center for Weather and Climate,EXACT
http://localhost:8080/entity/Q101,WGI,Chapter 11: Weather and climate extreme events in a changing climate,Lewis,Sophie,Lead Author,F,Australia,Australia,University of New South Wales in Canberra,EXACT
http://localhost:8080/entity/Q101,WGI,Chapter 11: Weather and climate extreme events in a changing climate,Otto,Friederike,Lead Author,F,UK,UK,Imperial College London,EXACT
http://localhost:8080/entity/Q101,WGI,Chapter 11: Weather and climate extreme events in a changing climate,Pinto,Izdine,Lead Author,M,South Africa,Mozambique,University of Cape Twon,EXACT
http://localhost:8080/entity/Q101,WGI,Chapter 11: Weather and climate extreme events in a changing climate,Satoh,Masaki,Lead Author,M,Japan,Japan,"Atmosphere and Ocean Research Institute, The University of Tokyo",EXACT
http://localhost:8080/entity/Q101,WGI,Chapter 11: Weather and climate extreme events in a changing climate,Vicente-Serrano,Sergio M.,Lead Author,M,Spain,Spain,Spanish National Research Council (Pyrenean Institute of Ecology),EXACT
http://localhost:8080/entity/Q101,WGI,Chapter 11: Weather and climate extreme events in a changing climate,Wehner,Michael,Lead Author,M,USA,USA,Lawrence Berkeley National Laboratory,EXACT
http://localhost:8080/entity/Q101,WGI,Chapter 11: Weather and climate extreme events in a changing climate,Zhou,Botao,Lead Author,M,China,China,Nanjing University of Information Science and Technology,EXACT
http://localhost:8080/entity/Q101,WGI,Chapter 11: Weather and climate extreme events in a changing climate,Chan,Johnny,Review Editor,M,China,China,"School of Energy and Environment, City University of Hong Kong",EXACT
http://localhost:8080/entity/Q101,WGI,Chapter 11: Weather and climate extreme events in a changing climate,Sorteberg,Asgeir,Review Editor,M,Norway,Norway,University of Bergen,EXACT
http://localhost:8080/entity/Q101,WGI,Chapter 11: Weather and climate extreme events in a changing climate,Vera,Carolina,Review Editor,F,Argentina,Argentina,CIMA/Universidad de Buenos Aires-CONICET,EXACT
http://localhost:8080/entity/Q103,WGI,Chapter 12: Climate change information for regional impact and for risk assessment,Ranasinghe,Roshanka (rwmrjb),Coordinating Lead Author,M,Netherlands,Sri Lanka,IHE Delft Institute for Water Education/Deltares,EXACT
http://localhost:8080/entity/Q103,WGI,Chapter 12: Climate change information for regional impact and for risk assessment,Ruane,Alexander,Coordinating Lead Author,M,USA,USA,NASA Goddard Institute for Space Studies,EXACT
http://localhost:8080/entity/Q103,WGI,Chapter 12: Climate change information for regional impact and for risk assessment,Vautard,Robert,Coordinating Lead Author,M,France,France,CNRS - Laboratoire des Sciences du Climat et de l'Environnement,EXACT
http://localhost:8080/entity/Q103,WGI,Chapter 12: Climate change information for regional impact and for risk assessment,Arnell,Nigel,Lead Author,M,UK,UK,University of Reading,EXACT
http://localhost:8080/entity/Q103,WGI,Chapter 12: Climate change information for regional impact and for risk assessment,Coppola,Erika,Lead Author,F,Italy,Italy,The Abdus Salam International Centre for Theoretica Physics,EXACT
http://localhost:8080/entity/Q103,WGI,Chapter 12: Climate change information for regional impact and for risk assessment,Cruz,Faye Abigail,Lead Author,F,Philippines,Philippines,Manila Observatory,EXACT
http://localhost:8080/entity/Q103,WGI,Chapter 12: Climate change information for regional impact and for risk assessment,Dessai,Suraje,Lead Author,M,UK,Portugal,University of Leeds,EXACT
http://localhost:8080/entity/Q103,WGI,Chapter 12: Climate change information for regional impact and for risk assessment,Islam,Akm Saiful,Lead Author,M,Bangladesh,Bangladesh,Bangladesh University of Engineering and Technology (BUET),EXACT
http://localhost:8080/entity/Q103,WGI,Chapter 12: Climate change information for regional impact and for risk assessment,Rahimi,Mohammad,Lead Author,M,Iran,Iran,Professor,EXACT
http://localhost:8080/entity/Q103,WGI,Chapter 12: Climate change information for regional impact and for risk assessment,Ruiz Carrascal,Daniel,Lead Author,M,Colombia,Colombia,Universidad Eafit,EXACT
http://localhost:8080/entity/Q103,WGI,Chapter 12: Climate change information for regional impact and for risk assessment,Sillmann,Jana,Lead Author,F,Norway,Norway,Center for International Climate Research (CICERO),EXACT
http://localhost:8080/entity/Q103,WGI,Chapter 12: Climate change information for regional impact and for risk assessment,Sylla,Mouhamadou Bamba,Lead Author,M,Rwanda,Senegal,"African Institute for Mathematical Sciences, Research and Innovation Centre",EXACT
http://localhost:8080/entity/Q103,WGI,Chapter 12: Climate change information for regional impact and for risk assessment,Tebaldi,Claudia,Lead Author,F,USA,USA,Joint Global Change Research Institute,EXACT
http://localhost:8080/entity/Q103,WGI,Chapter 12: Climate change information for regional impact and for risk assessment,Wang,Wen,Lead Author,M,China,China,Hohai University,EXACT
http://localhost:8080/entity/Q103,WGI,Chapter 12: Climate change information for regional impact and for risk assessment,Zaaboul,Rashyd,Lead Author,M,United Arab Emirates,Morocco,International Center for Biosaline Agriculture,EXACT
http://localhost:8080/entity/Q103,WGI,Chapter 12: Climate change information for regional impact and for risk assessment,Aldrian,Edvin,Review Editor,M,Indonesia,Indonesia,"Agency for Meteorology, Climatology and Geophysics (BMKG)",EXACT
http://localhost:8080/entity/Q103,WGI,Chapter 12: Climate change information for regional impact and for risk assessment,Karoly,David J.,Review Editor,M,Australia,Australia,"Earth Systems and Climate Change in the Australian Government's National Environmental Science Program, based in CSIRO",EXACT
http://localhost:8080/entity/Q103,WGI,Chapter 12: Climate change information for regional impact and for risk assessment,Türkeş,Murat,Review Editor,M,Türkiye,Türkiye,Boğaziçi University - Center for Climate Change and Policy Studies,EXACT
http://localhost:8080/entity/Q111,WGII,Chapter 1: Point of departure and key concepts,Ara Begum,Rawshan,Coordinating Lead Author,F,Australia,Bangladesh,Adjunct Professor,EXACT
http://localhost:8080/entity/Q111,WGII,Chapter 1: Point of departure and key concepts,Lempert,Robert,Coordinating Lead Author,M,USA,USA,RAND,EXACT
http://localhost:8080/entity/Q111,WGII,Chapter 1: Point of departure and key concepts,Ali,Elham,Lead Author,F,Egypt,Egypt,University of Suez,EXACT
http://localhost:8080/entity/Q111,WGII,Chapter 1: Point of departure and key concepts,Benjaminsen,Tor Arve,Lead Author,M,Norway,Norway,Norwegian University of Life Sciences,EXACT
http://localhost:8080/entity/Q111,WGII,Chapter 1: Point of departure and key concepts,Bernauer,Thomas,Lead Author,M,Switzerland,Switzerland,ETH Zurich,EXACT
http://localhost:8080/entity/Q111,WGII,Chapter 1: Point of departure and key concepts,Cramer,Wolfgang,Lead Author,M,France,Germany,"Mediterranean Institute for Biodiversity and Ecology (IMBE), Batiment Villemin",EXACT
http://localhost:8080/entity/Q111,WGII,Chapter 1: Point of departure and key concepts,Cui,Xuefeng,Lead Author,M,China,China,Beijing Normal University,EXACT
http://localhost:8080/entity/Q111,WGII,Chapter 1: Point of departure and key concepts,Mach,Katharine,Lead Author,F,USA,USA,University of Miami,EXACT
http://localhost:8080/entity/Q111,WGII,Chapter 1: Point of departure and key concepts,Nagy,Gustavo,Lead Author,M,Uruguay,Uruguay,Universidad de la República,EXACT
http://localhost:8080/entity/Q111,WGII,Chapter 1: Point of departure and key concepts,Stenseth,Nils Christian,Lead Author,M,Norway,Norway,University of Oslo,EXACT
http://localhost:8080/entity/Q111,WGII,Chapter 1: Point of departure and key concepts,Sukumar,Raman,Lead Author,M,India,India,Indian Institute of Science,EXACT
http://localhost:8080/entity/Q111,WGII,Chapter 1: Point of departure and key concepts,Wester,Philippus,Lead Author,M,Nepal,Netherlands,International Centre for Integrated Mountain Development,EXACT
http://localhost:8080/entity/Q111,WGII,Chapter 1: Point of departure and key concepts,Sánchez Rodríguez,Roberto,Review Editor,M,Mexico,Mexico,El Colegio de la Frontera Norte,EXACT
http://localhost:8080/entity/Q111,WGII,Chapter 1: Point of departure and key concepts,Sutherland,Michael,Review Editor,M,Trinidad and Tobago,Jamaica,University of the West Indies,EXACT
http://localhost:8080/entity/Q112,WGII,Chapter 2: Terrestrial and freshwater ecosystems and their services,Morecroft,Mike,Coordinating Lead Author,M,UK,UK,Natural England,EXACT
http://localhost:8080/entity/Q112,WGII,Chapter 2: Terrestrial and freshwater ecosystems and their services,Parmesan,Camille,Coordinating Lead Author,F,USA,USA,University of Texas at Austin,EXACT
http://localhost:8080/entity/Q112,WGII,Chapter 2: Terrestrial and freshwater ecosystems and their services,Trisurat,Yongyut,Coordinating Lead Author,M,Thailand,Thailand,Kasetsart University,EXACT
http://localhost:8080/entity/Q112,WGII,Chapter 2: Terrestrial and freshwater ecosystems and their services,Adrian,Rita,Lead Author,F,Germany,Germany,Leibniz-Institute of Freshwater Ecology and Inland Fisheries,EXACT
http://localhost:8080/entity/Q112,WGII,Chapter 2: Terrestrial and freshwater ecosystems and their services,Anshari,Gusti Zakaria,Lead Author,M,Indonesia,Indonesia,"Universitas Tanjungpura, Pontianak, West Kalimantan Province",EXACT
http://localhost:8080/entity/Q112,WGII,Chapter 2: Terrestrial and freshwater ecosystems and their services,Arneth,Almut,Lead Author,F,Nigeria,Germany,Karlsruhe Institute of Technology,EXACT
http://localhost:8080/entity/Q112,WGII,Chapter 2: Terrestrial and freshwater ecosystems and their services,Gao,Qingzhu,Lead Author,M,China,China,Chinese Academy of Agricultural Sciences (CAAS),EXACT
http://localhost:8080/entity/Q112,WGII,Chapter 2: Terrestrial and freshwater ecosystems and their services,Gonzalez,Patrick,Lead Author,M,USA,USA,"University of California, Berkeley",EXACT
http://localhost:8080/entity/Q112,WGII,Chapter 2: Terrestrial and freshwater ecosystems and their services,Harris,Rebecca,Lead Author,F,Australia,Australia,University of Tasmania,EXACT
http://localhost:8080/entity/Q112,WGII,Chapter 2: Terrestrial and freshwater ecosystems and their services,Price,Jeff,Lead Author,M,UK,UK,University of East Anglia (UEA),EXACT
http://localhost:8080/entity/Q112,WGII,Chapter 2: Terrestrial and freshwater ecosystems and their services,Stevens,Nicola,Lead Author,F,South Africa,South Africa,Stellenbosch University,EXACT
http://localhost:8080/entity/Q112,WGII,Chapter 2: Terrestrial and freshwater ecosystems and their services,Talukdar,Gautam Hirak,Lead Author,M,India,India,Wildlife Institute of India,EXACT
http://localhost:8080/entity/Q112,WGII,Chapter 2: Terrestrial and freshwater ecosystems and their services,Didukh,Yakiv,Review Editor,M,Ukraine,Ukraine,"M. G. Kholodny Institute of Botany, Nat. Acad. of Sci. of Ukraine<br />International Association for Vegetation Science",EXACT
http://localhost:8080/entity/Q112,WGII,Chapter 2: Terrestrial and freshwater ecosystems and their services,Fischlin,Andreas,Review Editor,M,Switzerland,Switzerland,ETH Zurich,EXACT
http://localhost:8080/entity/Q112,WGII,Chapter 2: Terrestrial and freshwater ecosystems and their services,Franco Billini,Carol,Review Editor,F,USA,Dominican Republic,Virginia Tech,EXACT
http://localhost:8080/entity/Q114,WGII,Chapter 3: Ocean and coastal ecosystems and their services,Cooley,Sarah,Coordinating Lead Author,F,USA,USA,Ocean Conservancy,FUZZY(0.99)
http://localhost:8080/entity/Q114,WGII,Chapter 3: Ocean and coastal ecosystems and their services,Schoeman,David,Coordinating Lead Author,M,Australia,Australia,University of the Sunshine Coast,FUZZY(0.99)
http://localhost:8080/entity/Q114,WGII,Chapter 3: Ocean and coastal ecosystems and their services,Bopp,Laurent,Lead Author,M,France,France,LSCE,FUZZY(0.99)
http://localhost:8080/entity/Q114,WGII,Chapter 3: Ocean and coastal ecosystems and their services,Boyd,Philip W.,Lead Author,M,Australia,UK,"Institute for Marine and Antarctic Studies, University of Tasmania",FUZZY(0.99)
http://localhost:8080/entity/Q114,WGII,Chapter 3: Ocean and coastal ecosystems and their services,Donner,Simon,Lead Author,M,Canada,Canada,University of British Columbia,FUZZY(0.99)
http://localhost:8080/entity/Q114,WGII,Chapter 3: Ocean and coastal ecosystems and their services,Ghebrehiwet,Dawit Yemane,Lead Author,M,South Africa,Eritrea,"Department of Agriculture, Forestry & Fisheries; branch Fisheries management",FUZZY(0.99)
http://localhost:8080/entity/Q114,WGII,Chapter 3: Ocean and coastal ecosystems and their services,Ito,Shin-ichi,Lead Author,M,Japan,Japan,The University of Tokyo,FUZZY(0.99)
http://localhost:8080/entity/Q114,WGII,Chapter 3: Ocean and coastal ecosystems and their services,Kiessling,Wolfgang,Lead Author,M,Germany,Germany,Friedrich-Alexander-Universität Erlangen-Nürnberg,FUZZY(0.99)
http://localhost:8080/entity/Q114,WGII,Chapter 3: Ocean and coastal ecosystems and their services,Martinetto,Paulina,Lead Author,F,Argentina,Argentina,"Instituto de Investigaciones Marinas y Costeras (IIMyC, UNMdP-CONICET)",FUZZY(0.99)
http://localhost:8080/entity/Q114,WGII,Chapter 3: Ocean and coastal ecosystems and their services,Ojea,Elena,Lead Author,F,Spain,Spain,Universidade de Vigo,FUZZY(0.99)
http://localhost:8080/entity/Q114,WGII,Chapter 3: Ocean and coastal ecosystems and their services,Racault,Marie-fanny,Lead Author,F,UK,UK,"School of Environmental Sciences, University of East Anglia",FUZZY(0.99)
http://localhost:8080/entity/Q114,WGII,Chapter 3: Ocean and coastal ecosystems and their services,Rost,Björn,Lead Author,M,Germany,Germany,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",FUZZY(0.99)
http://localhost:8080/entity/Q114,WGII,Chapter 3: Ocean and coastal ecosystems and their services,Skern-Mauritzen,Mette,Lead Author,F,Norway,Norway,Institute of Marine Research,FUZZY(0.99)
http://localhost:8080/entity/Q114,WGII,Chapter 3: Ocean and coastal ecosystems and their services,Hilmi,Karim,Review Editor,M,Morocco,Morocco,Institut National de Recherche Halieutique,FUZZY(0.99)
http://localhost:8080/entity/Q114,WGII,Chapter 3: Ocean and coastal ecosystems and their services,Levin,Lisa,Review Editor,F,USA,USA,University of California San Diego,FUZZY(0.99)
http://localhost:8080/entity/Q116,WGII,Chapter 4: Water,Caretta,Martina Angela,Coordinating Lead Author,F,USA,Sweden,Lund University,EXACT
http://localhost:8080/entity/Q116,WGII,Chapter 4: Water,Mukherji,Aditi,Coordinating Lead Author,F,Kenya,India,CGIAR,EXACT
http://localhost:8080/entity/Q116,WGII,Chapter 4: Water,Arfanuzzaman,Md.,Lead Author,M,Bangladesh,Bangladesh,Bangladesh Centre for Advanced Studies,EXACT
http://localhost:8080/entity/Q116,WGII,Chapter 4: Water,Betts,Richard A.,Lead Author,M,UK,UK,University of Exeter and Met Office Hadley Centre,EXACT
http://localhost:8080/entity/Q116,WGII,Chapter 4: Water,Gelfan,Alexander,Lead Author,M,Russia,Russia,Water Problems Institute of Russian Academy of Sciences,EXACT
http://localhost:8080/entity/Q116,WGII,Chapter 4: Water,Hirabayashi,Yukiko,Lead Author,F,Japan,Japan,Shibaura Institute of Technology,EXACT
http://localhost:8080/entity/Q116,WGII,Chapter 4: Water,Lissner,Tabea Katharina,Lead Author,F,Germany,Germany,Climate Analytics,EXACT
http://localhost:8080/entity/Q116,WGII,Chapter 4: Water,Liu,Junguo,Lead Author,M,China,China,Southern University of Science and Technology,EXACT
http://localhost:8080/entity/Q116,WGII,Chapter 4: Water,López-Gunn,Elena,Lead Author,F,Spain,Spain,"I-Catalist, S.L.",EXACT
http://localhost:8080/entity/Q116,WGII,Chapter 4: Water,Morgan,Ruth,Lead Author,F,Australia,Australia,Australian National University,EXACT
http://localhost:8080/entity/Q116,WGII,Chapter 4: Water,Mwanga,Sixbert,Lead Author,M,Tanzania,Tanzania,Climate Action Network Tanzania,EXACT
http://localhost:8080/entity/Q116,WGII,Chapter 4: Water,Supratid,Seree,Lead Author,M,Thailand,Thailand,"Climate Change and Disaster Center, Rangsit U.",EXACT
http://localhost:8080/entity/Q116,WGII,Chapter 4: Water,Jiménez Cisneros,Blanca E.,Review Editor,F,Mexico,Mexico,Comision Nacional del Agua,EXACT
http://localhost:8080/entity/Q116,WGII,Chapter 4: Water,Kundzewicz,Zbigniew,Review Editor,M,Germany,Poland,Polish Academy of Sciences,EXACT
http://localhost:8080/entity/Q117,WGII,"Chapter 5: Food, fibre, and other ecosystem products",Bezner Kerr,Rachel,Coordinating Lead Author,F,USA,USA,Cornell University,FUZZY(0.99)
http://localhost:8080/entity/Q117,WGII,"Chapter 5: Food, fibre, and other ecosystem products",Hasegawa,Toshihiro,Coordinating Lead Author,M,Japan,Japan,National Agriculture and Food Research Organization (NARO),FUZZY(0.99)
http://localhost:8080/entity/Q117,WGII,"Chapter 5: Food, fibre, and other ecosystem products",Lasco,Rodel,Coordinating Lead Author,M,Philippines,Philippines,NATIONAL PANEL OF TECHNICAL EXPERTS - CLIMATE CHANGE COMMISSION,FUZZY(0.99)
http://localhost:8080/entity/Q117,WGII,"Chapter 5: Food, fibre, and other ecosystem products",Bhatt,Indra,Lead Author,M,India,India,G.B. Pant National Institute of Himalayan Environment and Sustainable Development,FUZZY(0.99)
http://localhost:8080/entity/Q117,WGII,"Chapter 5: Food, fibre, and other ecosystem products",Deryng,Delphine,Lead Author,F,Germany,France,"NewClimate Institute ; IRI THESys, Humboldt-University of Berlin",FUZZY(0.99)
http://localhost:8080/entity/Q117,WGII,"Chapter 5: Food, fibre, and other ecosystem products",Farrell,Aidan,Lead Author,M,Trinidad and Tobago,Ireland,"The University of the West Indies, St Augustine Campus",FUZZY(0.99)
http://localhost:8080/entity/Q117,WGII,"Chapter 5: Food, fibre, and other ecosystem products",Gurney-Smith,Helen,Lead Author,F,Canada,Canada,Fisheries and Oceans Canada,FUZZY(0.99)
http://localhost:8080/entity/Q117,WGII,"Chapter 5: Food, fibre, and other ecosystem products",Ju,Hui,Lead Author,F,China,China,"Institute of Enviroment and Sustainable Development in Agriculture, Chinese Academy of Agricultural Sciences",FUZZY(0.99)
http://localhost:8080/entity/Q117,WGII,"Chapter 5: Food, fibre, and other ecosystem products",Lluch-Cota,Salvador E.,Lead Author,M,Mexico,Mexico,"Center for Biological Research of the Northwest, S.C. (CIBNOR)",FUZZY(0.99)
http://localhost:8080/entity/Q117,WGII,"Chapter 5: Food, fibre, and other ecosystem products",Meza,Francisco,Lead Author,M,Chile,Chile,Pontificia Universidad Catolica de Chile,FUZZY(0.99)
http://localhost:8080/entity/Q117,WGII,"Chapter 5: Food, fibre, and other ecosystem products",Nelson,Gerald,Lead Author,M,USA,USA,"University of Illinois, Urbana-Champaign",FUZZY(0.99)
http://localhost:8080/entity/Q117,WGII,"Chapter 5: Food, fibre, and other ecosystem products",Neufeldt,Henry,Lead Author,M,Denmark,Germany,UNEP DTU Partnership,FUZZY(0.99)
http://localhost:8080/entity/Q117,WGII,"Chapter 5: Food, fibre, and other ecosystem products",Thornton,Philip,Lead Author,M,UK,UK,"CGIAR Research Program on Climate Change, Agricu;ture and Food Security (CCAFS)",FUZZY(0.99)
http://localhost:8080/entity/Q117,WGII,"Chapter 5: Food, fibre, and other ecosystem products",Dube,Pauline,Review Editor,F,Botswana,Botswana,University of Botswana,FUZZY(0.99)
http://localhost:8080/entity/Q117,WGII,"Chapter 5: Food, fibre, and other ecosystem products",Morison,James,Review Editor,M,UK,UK,Forest Research (Research Agency of the UK Forestry Commission),FUZZY(0.99)
http://localhost:8080/entity/Q120,WGII,"Chapter 6: Cities, settlements and key infrastructure",Dodman,David,Coordinating Lead Author,M,Netherlands,Jamaica,Institute for Housing and Urban Development Studies,EXACT
http://localhost:8080/entity/Q120,WGII,"Chapter 6: Cities, settlements and key infrastructure",Hayward,Bronwyn,Coordinating Lead Author,F,New Zealand,New Zealand,University of Canterbury,EXACT
http://localhost:8080/entity/Q120,WGII,"Chapter 6: Cities, settlements and key infrastructure",Pelling,Mark,Coordinating Lead Author,M,UK,UK,University College London,EXACT
http://localhost:8080/entity/Q120,WGII,"Chapter 6: Cities, settlements and key infrastructure",Castan Broto,Vanesa,Lead Author,F,UK,Spain,University of Sheffield,EXACT
http://localhost:8080/entity/Q120,WGII,"Chapter 6: Cities, settlements and key infrastructure",Chow,Winston,Lead Author,M,Singapore,Singapore,Singapore Management University,EXACT
http://localhost:8080/entity/Q120,WGII,"Chapter 6: Cities, settlements and key infrastructure",Chu,Eric,Lead Author,M,USA,USA,"University of California, Davis",EXACT
http://localhost:8080/entity/Q120,WGII,"Chapter 6: Cities, settlements and key infrastructure",Dawson,Richard,Lead Author,M,UK,UK,Newcastle University,EXACT
http://localhost:8080/entity/Q120,WGII,"Chapter 6: Cities, settlements and key infrastructure",Khirfan,Luna,Lead Author,F,Canada,Canada,"School of Planning, The University of Waterloo",EXACT
http://localhost:8080/entity/Q120,WGII,"Chapter 6: Cities, settlements and key infrastructure",Mcphearson,Timon,Lead Author,M,USA,USA,"Urban Systems Lab, The New School",EXACT
http://localhost:8080/entity/Q120,WGII,"Chapter 6: Cities, settlements and key infrastructure",Prakash,Anjal,Lead Author,M,India,India,"Bharti Institute of Public Policy, Indian School of Business",EXACT
http://localhost:8080/entity/Q120,WGII,"Chapter 6: Cities, settlements and key infrastructure",Zheng,Yan,Lead Author,F,China,China,Chinese Academy of Social Sciences (CASS),EXACT
http://localhost:8080/entity/Q120,WGII,"Chapter 6: Cities, settlements and key infrastructure",Ziervogel,Gina,Lead Author,F,South Africa,South Africa,University of Cape Town,EXACT
http://localhost:8080/entity/Q120,WGII,"Chapter 6: Cities, settlements and key infrastructure",Delgado Ramos,Gian Carlo,Review Editor,M,Mexico,Mexico,National Autonomous University of Mexico,EXACT
http://localhost:8080/entity/Q120,WGII,"Chapter 6: Cities, settlements and key infrastructure",Romero Lankao,Patricia,Review Editor,F,USA,Mexico,National Renewable Energy Laboratory/ University of Chicago,EXACT
http://localhost:8080/entity/Q123,WGII,"Chapter 7: Health, wellbeing and the changing structure of communities",Cissé,GuÉladio,Coordinating Lead Author,M,Cote d'Ivoire,Mauritania,CENTRE SUISSE DE RECHERCHES SCIENTIFIQUES EN COTE D'IVOIRE (CSRS),EXACT
http://localhost:8080/entity/Q123,WGII,"Chapter 7: Health, wellbeing and the changing structure of communities",Mcleman,Robert,Coordinating Lead Author,M,Canada,Canada,"Wilfrid Laurier University, Department of Geography and Environmental Studies",EXACT
http://localhost:8080/entity/Q123,WGII,"Chapter 7: Health, wellbeing and the changing structure of communities",Adams,Helen,Lead Author,F,UK,UK,King's College London,EXACT
http://localhost:8080/entity/Q123,WGII,"Chapter 7: Health, wellbeing and the changing structure of communities",Aldunce,Paulina,Lead Author,F,Chile,Chile,University of Chile,EXACT
http://localhost:8080/entity/Q123,WGII,"Chapter 7: Health, wellbeing and the changing structure of communities",Bowen,Kathryn,Lead Author,F,Australia,Australia,University of Melbourne,EXACT
http://localhost:8080/entity/Q123,WGII,"Chapter 7: Health, wellbeing and the changing structure of communities",Campbell-Lendrum,Diarmid,Lead Author,M,Switzerland,UK,World Health Organization,EXACT
http://localhost:8080/entity/Q123,WGII,"Chapter 7: Health, wellbeing and the changing structure of communities",Clayton,Susan,Lead Author,F,USA,USA,College of Wooster,EXACT
http://localhost:8080/entity/Q123,WGII,"Chapter 7: Health, wellbeing and the changing structure of communities",Ebi,Kristie,Lead Author,F,USA,USA,University of Washington,EXACT
http://localhost:8080/entity/Q123,WGII,"Chapter 7: Health, wellbeing and the changing structure of communities",Hess,Jeremy,Lead Author,M,USA,USA,University of Washington,EXACT
http://localhost:8080/entity/Q123,WGII,"Chapter 7: Health, wellbeing and the changing structure of communities",Huang,Cunrui,Lead Author,M,China,China,Tsinghua University,EXACT
http://localhost:8080/entity/Q123,WGII,"Chapter 7: Health, wellbeing and the changing structure of communities",Liu,Qiyong,Lead Author,M,China,China,CHINESE CENTER FOR DISEASE CONTROL AND PREVENTION ( CHINA CDC ),EXACT
http://localhost:8080/entity/Q123,WGII,"Chapter 7: Health, wellbeing and the changing structure of communities",Mcgregor,Glenn,Lead Author,M,UK,New Zealand,Durham University,EXACT
http://localhost:8080/entity/Q123,WGII,"Chapter 7: Health, wellbeing and the changing structure of communities",Semenza,Jan C.,Lead Author,M,Sweden,Sweden,European Centre for Disease Prevention and Control,EXACT
http://localhost:8080/entity/Q123,WGII,"Chapter 7: Health, wellbeing and the changing structure of communities",Tirado,Maria,Lead Author,F,USA,Spain,University of California Los Angeles,EXACT
http://localhost:8080/entity/Q123,WGII,"Chapter 7: Health, wellbeing and the changing structure of communities",Menne,Bettina,Review Editor,F,Italy,Germany,World Health Organization,EXACT
http://localhost:8080/entity/Q123,WGII,"Chapter 7: Health, wellbeing and the changing structure of communities",Semenov,Sergey,Review Editor,M,Russia,Russia,Institute of Global Climate and Ecology,EXACT
http://localhost:8080/entity/Q123,WGII,"Chapter 7: Health, wellbeing and the changing structure of communities",Toussaint,Jean-françois,Review Editor,M,France,France,University Paris Descartes,EXACT
http://localhost:8080/entity/Q125,WGII,"Chapter 8: Poverty, livelihoods and sustainable development",Birkmann,Joern,Coordinating Lead Author,M,Germany,Germany,"University Stuttgart, Institute of Spatial and Regional Planning",EXACT
http://localhost:8080/entity/Q125,WGII,"Chapter 8: Poverty, livelihoods and sustainable development",Liwenga,Emma,Coordinating Lead Author,F,Tanzania,Tanzania,VICE PRESIDENT'S OFFICE,EXACT
http://localhost:8080/entity/Q125,WGII,"Chapter 8: Poverty, livelihoods and sustainable development",Pandey,Rajiv,Coordinating Lead Author,M,India,India,Indian Council of Forestry Research & Education (ICFRE); An Government of India Organisation,EXACT
http://localhost:8080/entity/Q125,WGII,"Chapter 8: Poverty, livelihoods and sustainable development",Boyd,Emily,Lead Author,F,Sweden,Sweden,Lund University,EXACT
http://localhost:8080/entity/Q125,WGII,"Chapter 8: Poverty, livelihoods and sustainable development",Djalante,Riyanti,Lead Author,F,Japan,Indonesia,Kendari City Government,EXACT
http://localhost:8080/entity/Q125,WGII,"Chapter 8: Poverty, livelihoods and sustainable development",Gemenne,François,Lead Author,M,Belgium,Belgium,University of Liège,EXACT
http://localhost:8080/entity/Q125,WGII,"Chapter 8: Poverty, livelihoods and sustainable development",Leal,Walter,Lead Author,M,Germany,Germany,Hamburg University of Applied Sciences,EXACT
http://localhost:8080/entity/Q125,WGII,"Chapter 8: Poverty, livelihoods and sustainable development",Pinho,Patricia Fernanda,Lead Author,F,Brazil,Brazil,Amazon Environmental Research Institute (IPAM),EXACT
http://localhost:8080/entity/Q125,WGII,"Chapter 8: Poverty, livelihoods and sustainable development",Stringer,Lindsay,Lead Author,F,UK,UK,University of York,EXACT
http://localhost:8080/entity/Q125,WGII,"Chapter 8: Poverty, livelihoods and sustainable development",Wrathall,David,Lead Author,M,USA,USA,Oregon State University,EXACT
http://localhost:8080/entity/Q125,WGII,"Chapter 8: Poverty, livelihoods and sustainable development",Oki,Taikan,Review Editor,M,Japan,Japan,"Graduate School of Engineering, The University of Tokyo",EXACT
http://localhost:8080/entity/Q125,WGII,"Chapter 8: Poverty, livelihoods and sustainable development",Rivera-Ferre,Marta G.,Review Editor,F,Spain,Spain,Spanish National Research Council (CSIC),EXACT
http://localhost:8080/entity/Q125,WGII,"Chapter 8: Poverty, livelihoods and sustainable development",Zatari,Taha,Review Editor,M,Saudi Arabia,Saudi Arabia,"DNA-Ministry of Energy, Industry and Mineral resources",EXACT
http://localhost:8080/entity/Q126,WGII,Chapter 9: Africa,Adelekan,Ibidun,Coordinating Lead Author,F,Nigeria,Nigeria,"University of Ibadan, Nigeria",EXACT
